Type	Size	Time
P	768	159818527
P	860	149
P	486	95
P	695	159
P	396	163
C	821	86
C	873	278899640
C	632	152
C	669	82
P	355	159762949
P	756	114
C	774	105
C	279	140
P	197	127
P	108	78
P	993	56
P	755	276393080
P	615	153
P	5	55
C	311	144
C	787	68
C	835	159852478
C	650	149
C	246	70
P	843	153538649
C	471	99
P	484	159
P	784	153413795
C	27	176
C	641	65
P	627	74
P	805	56
C	605	153362195
C	692	142
C	471	148
C	590	55
C	271	61
P	559	153345906
P	357	148
P	725	168
C	422	163
C	63	78
C	976	66
P	126	224
P	798	80
P	308	61
C	47	194
C	755	67
C	50	85
C	689	96
P	676	153389201
P	685	129
P	188	43
P	906	92
P	557	46
C	547	104
C	522	102
C	567	152938025
P	409	134
P	172	54
P	115	44
P	159	44
P	82	43
C	593	247
C	222	80
C	698	152879473
P	409	124
P	850	63
P	243	46
P	199	44
C	350	154
C	745	48
P	398	153121296
P	776	97
C	546	153069786
C	367	180
P	290	153055967
C	563	153120957
C	57	92
C	815	145
C	133	66
C	50	68
P	693	152957584
P	602	135
P	247	48
P	913	167
C	654	154
C	602	152983175
C	362	162
P	91	146
P	179	98
P	567	65
P	598	61
P	60	64
C	487	153007390
C	3	139
P	346	153096662
P	139	440
P	308	72
C	778	155263764
C	350	268
C	415	182
P	173	171
C	206	159
C	609	67
C	365	67
C	87	57
P	909	155272750
P	960	162
P	470	201
C	228	155291468
P	208	155241532
P	157	107
C	528	144
P	381	168
P	491	60
C	853	151906771
C	861	151960503
C	285	273153946
P	975	175
C	5	131
C	427	123
C	176	61
C	495	50
C	212	106
C	409	75
P	821	138
P	86	62
P	824	58
C	873	422
C	925	64
P	359	151673531
P	430	428
P	96	208
P	348	158
P	991	155274910
C	343	272
C	84	75
C	452	57
C	380	66
P	201	205
P	194	65
P	860	49
P	550	59
C	455	155274223
C	179	177
C	420	49
C	296	43
C	547	196
P	607	135
P	137	61
P	291	74
P	127	99
P	58	53
C	836	171
C	248	99
C	491	155293872
P	376	158977726
C	652	527
C	441	602
P	186	668
P	249	76
P	712	43
P	554	65
P	612	280940957
P	175	278
C	942	191
C	404	153
P	915	163
C	793	164033351
C	430	222
P	146	164007094
P	484	185
C	808	198
P	893	241
P	7	73
C	550	185
C	167	84
C	371	60
C	284	66
C	102	57
P	188	143
P	729	81
P	889	43
P	601	285999013
C	561	195
C	320	76
C	708	81
P	144	179
P	504	105
C	502	161
C	270	138
P	216	60
P	223	109
P	671	1292
C	776	139
P	308	139
P	397	78
C	731	182
C	209	164370452
P	476	197
P	129	145
P	309	64
C	15	142
C	176	198
C	200	85
C	468	44
P	293	201
P	970	67
C	755	189
C	652	80
C	238	53
P	457	218
P	312	62
P	378	65
P	377	60
C	878	164495574
C	978	108
C	525	168
P	892	164522230
P	348	122
P	869	132
P	38	223
P	672	147
C	31	151
C	702	73
C	202	62
C	943	64
P	785	150
P	343	82
P	62	69
P	454	83
C	775	144
C	695	44
C	174	46
P	45	190
P	358	80
P	853	55
C	620	128
C	19	81
C	92	62
C	143	50
C	78	55
P	567	164545823
P	786	129
C	892	164526213
C	677	102
P	269	150
P	966	74
P	38	62
P	477	116
C	551	164421599
C	33	48
C	358	90
C	357	164418547
C	48	146
P	996	159
C	47	308
C	989	87
P	980	188
P	200	164604849
P	961	133
C	749	164525314
C	227	190
C	867	156
C	966	236
C	146	180
P	350	164431705
P	286	127
P	459	47
P	644	202
C	665	116
P	791	162576580
P	324	183
P	762	162550415
P	880	120
C	957	162514768
C	814	131
C	707	147
P	994	146
P	470	81
C	930	162460692
C	406	129
C	645	162474665
C	162	131
P	142	160052772
P	592	162479094
P	428	144
C	770	75
C	960	44
P	414	101
P	269	63
P	99	45
P	295	46
P	686	47
P	219	282771032
C	299	161
C	257	64
C	594	49
C	80	46
C	84	48
P	511	130
P	641	51
C	448	96
C	718	80
P	998	104
C	323	99
C	144	69
C	575	57
C	407	62
P	834	86
P	434	84
C	168	80
C	131	81
C	11	61
C	748	48
P	273	236
P	600	74
P	149	58
P	415	55
C	614	185
C	35	76
C	28	51
C	492	65
P	71	160174367
P	320	244
P	2	50
C	287	130
C	739	64
C	697	46
P	943	160437382
P	134	177
P	111	145
P	618	153
P	513	222
P	291	43
P	445	45
C	638	159
C	865	72
C	329	160459744
P	205	223
P	268	59
P	966	160878067
C	553	160990671
C	522	160989832
P	230	149
P	168	49
P	194	44
P	385	44
P	47	44
C	329	161049941
C	710	196
C	45	136
C	929	64
P	750	160954139
P	193	303
C	893	219
C	250	87
P	215	182
P	204	57
P	742	43
C	618	200
C	287	91
C	488	58
P	821	164625936
P	249	231
P	664	164
C	75	691
C	273	54
C	937	56
P	650	115
P	351	52
C	838	177
C	384	61
C	315	86
P	782	164918058
P	574	243
C	533	14481
P	406	120
P	410	158
P	630	90
P	21	44
P	591	54
C	460	284528669
C	451	202
C	706	59
P	28	160
P	318	99
P	568	78
P	940	60
C	930	235
C	577	76
C	549	165225300
C	929	203
C	336	118
P	790	278
P	222	104
P	481	71
C	168	192
C	385	60
C	31	165287919
C	580	99
C	471	49
P	24	219
P	816	81
P	263	61
P	194	57
C	954	171
C	314	59
C	318	43
P	592	165313989
P	190	206
P	993	165439552
P	535	129
P	445	58
C	87	142
C	364	73
C	42	55
C	565	55
P	438	163
P	638	69
C	854	165424600
C	878	83
C	361	97
C	385	51
C	93	233
P	773	165454332
P	838	150
C	948	165533459
P	778	249
C	29	140
C	652	71
C	242	61
P	431	174
P	543	70
P	369	56
C	60	165181817
P	442	120
P	901	165299128
C	323	216
C	72	10428
C	224	5900
C	272	115
C	758	41
C	40	42
P	64	5995
P	241	269
P	253	45
P	704	52
C	776	166101997
P	829	49
C	890	280316677
C	596	195
C	541	64
C	558	56
P	863	346758533
P	79	122
P	223	95
C	64	132
C	534	90
P	883	166061490
C	403	166035207
P	141	104
P	940	173
P	908	54
C	879	94
C	768	73
C	243	166001895
P	120	109
P	802	95
P	86	66
C	380	102
C	817	91
P	218	116
P	479	97
P	626	46
C	200	44
C	848	92
C	497	45
P	649	166018910
P	94	97
P	967	64
C	826	280265195
C	605	280232428
C	810	188
P	867	164719946
P	986	104
C	409	164711793
P	176	164699833
P	147	110
C	835	164652297
C	596	108
P	866	43
P	717	164688225
P	229	164699005
P	338	157
P	108	140
C	124	124
C	339	44
C	878	42
C	102	59
P	974	123
P	365	164691621
C	860	164655798
P	849	82
P	743	99
C	699	164559531
C	743	130
C	47	40
C	197	42
C	753	164646600
C	179	1542
C	678	458
P	925	536
P	485	68
C	637	202
C	796	81
P	132	271
P	445	70
P	830	55
P	196	46
C	918	172
P	941	310
P	157	75
C	550	134
C	76	61
C	572	49
P	185	67
P	546	74
C	456	103
C	195	56
P	958	165836030
P	73	162
P	74	133
P	893	169
P	333	107
C	405	173388344
C	823	124
C	520	47
C	330	44
P	443	151
P	579	57
P	776	53
P	101	44
C	18	173358564
C	357	120
C	106	65
C	209	53
C	930	49
P	435	172
P	207	2022
P	342	77
P	291	64
P	918	56
C	130	168
C	311	71
C	701	54
C	306	48
P	636	122
P	826	45
C	601	173399057
C	797	113
C	835	52
P	758	384
P	831	48
C	103	177005283
C	56	119
C	367	171
C	644	82
P	842	203
C	435	96
P	710	163
P	377	108
C	251	119
C	837	126
C	715	177067649
C	184	175
P	800	177079939
P	348	153
P	342	49
P	625	56
C	832	92
C	804	130
C	95	183
P	338	52
P	841	95
C	145	95
C	687	114
P	352	1480
P	949	212
C	152	1084
C	319	47
C	159	45
C	903	42
P	365	240
P	678	117
C	891	140
C	373	176908815
C	476	100
P	999	227
P	46	63
P	0	46
P	451	43
P	9	182346727
C	598	136
C	884	182512933
P	720	182529437
C	605	183
C	128	134
P	318	100
P	149	116
P	479	58
C	171	182518881
C	361	98
C	139	69
C	414	52
P	797	158
P	286	110
P	552	77
P	199	50
C	834	100
P	973	182506218
C	832	92
C	984	69
C	798	47
P	32	283
P	619	946
P	197	52
P	140	49
P	156	51
C	173	172
C	82	142
C	881	44
P	775	182554605
P	684	191
P	736	42
P	692	222
C	777	280
P	676	185
P	215	49
C	392	113
C	861	53
P	395	157
P	725	125
C	307	316
C	317	59
C	325	64
C	790	182782230
P	58	109
P	410	172
P	914	44
C	64	234
C	912	300004947
C	770	1038
C	786	41
P	447	891
P	159	128
P	493	48
P	254	52
C	595	122
C	455	59
C	330	189
P	830	184437879
P	785	184886991
P	99	325
P	953	296460987
P	95	104
P	708	50
C	730	92
C	331	44
C	568	42
C	161	41
P	148	67
P	835	64
P	189	54
P	414	53
C	798	184878717
C	353	107
C	753	184927607
C	93	93
C	161	102
P	931	181379898
P	10	63
P	843	67
C	240	181366559
C	760	181380732
C	287	153
C	650	72
P	106	156
C	403	92
P	266	120
P	446	61
C	335	107
C	199	68
C	418	45
P	647	181414658
P	599	181485794
P	122	112
P	320	294130725
P	255	53
C	825	294082639
C	443	137
P	841	113
P	314	55
P	718	92
C	961	138
C	341	62
C	531	55
C	283	181440602
C	216	121
P	416	79
P	835	41
P	111	41
C	94	184
C	655	67
P	17	130
P	355	181486605
P	573	127
P	693	58
C	626	132
C	131	53
P	648	165
P	197	56
P	560	88
C	887	181566277
C	593	164
C	856	71
P	734	67
P	504	48
C	397	181655185
C	572	50
P	413	181628830
P	681	473414666
C	410	138
P	460	181609146
C	890	181508246
P	403	152
P	102	43
P	900	42
C	394	205
C	931	87
C	167	81
C	526	181409668
C	654	89
C	66	49
C	400	57
C	11	54
P	276	145
P	393	68
P	718	55
C	43	145
C	108	52
C	259	55
C	980	42
P	117	796
P	876	147
P	198	57
C	677	819
P	965	182115256
C	647	189915158
P	432	3366
P	420	361
P	380	42
C	753	192071632
C	990	125
C	161	49
P	773	190556528
P	310	157
P	504	45
P	610	74
C	847	541
C	149	48
P	927	192084818
P	176	192098451
C	514	191985051
C	147	118
C	577	45
C	309	43
P	822	182
P	773	87
C	754	192
C	874	54
P	100	619
P	727	79
P	486	47
C	596	534
C	680	106
C	19	43
P	641	920
P	146	54
P	390	43
P	354	44
C	961	160
P	805	173
P	426	55
C	195	145
C	676	55
C	170	42
C	298	43
C	356	42
P	432	148
P	927	63
P	135	43
C	952	198356038
C	329	303
C	985	53
P	852	146
P	250	127
P	759	41
C	50	108
C	714	110
C	106	43
C	853	43
P	732	198305975
P	537	111
C	301	193
C	385	79
P	680	137
P	922	60
C	284	148
C	120	51
C	40	60
C	240	59
C	699	46
P	339	141
P	414	42
P	834	43
C	413	121
C	545	57
P	845	95
P	409	44
C	608	294990640
C	16	114
P	649	562
C	583	199474840
C	960	103
C	713	44
P	460	201
P	560	55
P	90	55
P	524	299885413
P	314	183
C	338	131
C	17	119
P	345	156
P	704	102
C	613	299984542
C	900	203569570
P	292	125
P	123	66
P	884	55
C	891	200353660
C	307	115
C	340	53
C	440	48
C	438	123
P	383	133
P	697	82
P	473	200374835
P	59	165
C	534	116
C	349	82
C	221	200314565
C	355	112
P	40	204
P	193	80
P	289	81
P	684	200334767
P	219	121
C	554	131
C	705	59
P	272	173
P	881	200333388
C	103	147
C	192	49
C	26	54
C	347	50
C	364	62
C	356	200326144
P	751	200309635
P	512	85
P	523	106
C	173	110
C	330	45
C	922	41
P	500	175
P	737	60
C	916	200400170
P	291	162
P	145	53
P	51	43
C	181	200370143
P	673	202835817
P	921	300834561
P	262	125
C	837	150
C	492	96
C	429	125
C	15	163
C	435	60
C	52	53
C	459	58
P	77	178
C	299	72
P	773	81
P	385	125
P	575	60
P	102	57
P	809	63
C	692	199491952
C	940	199616565
C	180	300977212
C	524	401802450
C	64	129
P	266	197150784
P	519	115
P	653	197151108
C	388	197024278
C	10	175
P	547	174
P	19	63
P	157	53
C	877	197077407
C	860	302
P	932	198265730
C	342	198240124
P	854	195
P	90	198197802
C	312	183
C	830	403216602
C	684	198239432
P	83	210
P	514	198264591
P	256	42
P	247	153
P	669	198213112
C	767	161
C	620	123
P	744	127
P	213	111
P	302	115
C	143	105
C	457	102
P	478	198154102
C	670	180
C	512	42
C	338	42
P	669	93
P	660	51
P	475	302567141
C	803	198188401
C	11	143
P	357	131
P	413	48
P	767	41
P	425	40
C	987	198165993
C	374	108
C	602	42
C	123	42
C	377	220
C	145	71
C	37	77
P	117	198292823
P	78	197793702
P	214	87
P	242	45
P	298	197691541
P	483	302673754
P	533	124
C	853	197651350
C	424	48
C	907	302606331
C	285	96
P	620	197637434
P	642	197668038
P	353	68
C	287	145
C	270	50
C	883	1191
P	517	208
C	842	197741600
P	476	119
P	478	302524188
C	780	574
P	506	336
P	297	69
P	207	51
C	687	223
C	223	61
C	568	51
C	120	84
P	838	181
P	783	109
P	156	41
C	757	144
C	667	64
P	547	221
P	315	96
P	895	502790138
P	303	160
C	101	478
C	802	73
C	79	55
C	95	64
C	533	54
P	872	320
C	110	176
C	180	67
C	466	43
C	63	42
C	773	43
P	971	258
P	773	43
P	833	204136951
C	737	145
P	557	213
P	154	75
P	413	41
C	887	204282003
C	342	163
C	636	68
C	685	115
P	580	313095335
P	667	465507369
P	734	411864976
C	853	204303366
C	139	137
C	747	67
P	82	119
P	673	124
P	927	44
P	68	41
C	280	103
C	802	59
P	104	173
P	162	63
P	477	62
P	474	53
C	155	439
C	444	56
C	164	42
C	921	205871202
P	582	205932300
P	643	115
P	520	54
P	25	427
P	195	74
P	374	44
C	554	161
C	671	57
C	671	314788540
C	128	99
P	902	206806979
P	157	126
C	170	204045182
C	727	111
P	11	47
P	603	125
P	354	315677041
C	951	203913968
P	921	151
P	790	120
C	451	106
C	809	93
C	414	49
C	31	109
C	875	64
C	145	51
P	674	132
P	259	47
P	319	41
P	552	42
P	460	203902534
C	913	203461629
C	932	109
C	779	135
P	738	203450709
P	754	158
C	253	203444921
C	346	77
P	541	115
C	526	315793169
C	736	103
P	943	203399556
C	489	142
P	978	315676962
C	804	315663595
P	319	154
P	385	156
P	894	98
P	43	95
C	409	203362116
C	920	133
P	857	203453168
P	718	203468915
C	89	203512940
C	524	95
C	766	545906209
P	631	117
P	185	58
P	272	43
C	990	123
P	464	80
P	596	61
P	137	53
C	596	165
C	638	57
P	244	132
C	966	113
C	658	52
P	719	203644891
P	216	101
P	424	131
P	171	42
P	570	41
P	468	42
C	235	107
C	532	97
C	376	56
P	384	203691255
P	181	135
P	690	311605308
C	988	203708884
C	487	84
C	427	203682046
P	776	203660066
C	697	203620066
C	118	123
P	621	375
P	369	63
C	979	247
C	427	162
P	782	105
P	153	107
P	623	49
C	690	42
C	165	112
C	720	43
P	674	140
P	279	59
P	220	48
P	306	42
C	296	169
C	286	52
C	3	50
C	247	48
C	495	49
P	277	126
P	736	61
C	18	153
C	783	72
P	116	113
P	840	65
P	719	202703909
C	150	96
C	282	108
C	385	59
C	300	53
C	155	55
P	358	202998303
P	619	124
P	178	74
P	260	48
C	630	202998283
C	15	97
C	877	42
P	342	410894899
P	611	151
P	756	46
C	591	149
C	843	203039317
C	780	134
P	327	172
P	971	203043642
P	746	62
C	208	128
C	825	56
C	197	68
P	131	97
P	576	53
P	149	66
P	706	54
P	2	60
C	466	203051791
C	821	171
P	677	147
P	434	74
C	648	191
C	636	203037473
C	71	59
P	3	309
P	703	82
P	71	203077195
C	193	203064900
C	897	125
C	332	82
P	102	60
P	312	148
P	155	79
P	406	112
C	227	304744778
P	530	112
P	815	203062050
P	225	103
C	836	112
C	495	117
P	556	92
P	401	146
C	125	178
C	817	66
C	428	62
C	307	203516034
C	162	102
C	22	203497253
C	570	117
P	357	148
P	8	104
P	385	51
P	101	54
P	786	63
C	119	398
C	560	93
C	800	59
P	762	203541232
P	78	241
P	57	119
P	950	57
P	22	52
P	452	47
C	714	205602902
C	138	94
C	475	106
P	283	145
P	837	42
P	437	41
C	427	307332085
C	506	166
C	36	58
C	693	55
C	51	54
C	456	43
P	46	198
P	238	68
P	65	58
P	934	49
P	374	50
C	324	153
C	957	66
P	630	205767287
P	406	112
P	64	221
P	275	65
C	861	205686729
C	332	91
C	556	54
P	573	119
P	175	60
P	858	205677558
C	374	205704952
C	887	181
C	205	205720943
P	371	92
P	467	55
P	866	59
C	34	137
C	64	57
C	551	54
C	664	44
P	877	149
C	877	167
C	796	64
P	305	144
P	818	54
P	152	50
P	411	205911061
P	339	206531784
C	519	193
C	859	72
C	35	60
P	795	199
C	904	205173654
C	568	122
P	542	205146736
P	522	134
P	575	120
C	236	205162549
C	26	152
C	546	205165061
C	924	103
P	505	139
P	225	87
P	843	51
C	880	115
C	210	64
C	2	49
C	252	49
C	261	55
P	648	150
P	112	71
P	497	73
P	726	205131971
C	720	205263849
C	782	122
P	38	136
P	186	64
P	503	60
P	866	50
P	40	49
C	630	121
C	990	308325228
P	772	205162268
P	0	172
P	603	205138873
P	119	119
C	297	205160468
C	538	93
C	47	94
C	619	101
P	374	205123268
P	442	205126801
P	1	117
P	368	56
C	656	169
C	582	122
P	629	414408886
C	569	75
P	845	106
P	495	308397012
C	453	377
C	62	83
C	3	94
P	567	209991320
P	66	129
C	141	215352325
C	49	57
C	566	215351510
C	419	140
C	131	55
P	284	112
P	524	43
P	216	43
P	98	41
P	59	42
C	219	437
C	67	53
C	992	43
P	91	435
P	198	66
P	242	53
P	206	61
P	932	51
C	333	447
C	783	87
C	463	53
C	66	215354334
P	89	157
P	835	74
C	781	201
C	741	52
C	256	41
P	939	220185906
P	886	198
P	800	70
C	513	220633585
C	948	319796708
C	429	526
P	695	161
P	292	48
P	188	44
P	470	224703286
C	882	228317619
P	473	228227547
P	234	113
P	191	63
C	948	228271756
C	277	139
C	487	74
P	504	228165192
P	689	467
P	564	222
P	202	72
C	662	230026199
C	912	118
P	173	230148322
P	920	77
C	509	120
P	585	327816893
P	649	103
P	761	61
C	930	58
C	928	109
C	434	64
C	527	48
P	353	79
P	359	46
P	335	42
P	638	230009505
C	669	175
P	641	138
P	954	85
C	796	145
C	235	64
C	490	51
C	160	49
C	875	327939781
P	779	230167778
P	711	102
P	248	70
C	884	230163075
C	781	123
P	124	50
P	770	100
P	177	153
C	264	52
C	156	123
C	969	536124973
P	321	230155495
P	671	230241526
P	542	329
P	510	47
C	411	449
C	553	95
C	846	232936588
P	450	149
P	43	102
P	176	60
P	302	49
P	425	49
C	475	112
C	0	55
C	509	74
C	498	102
C	22	119
P	129	105
P	205	56
C	480	156
C	78	59
P	973	232955878
P	824	120
C	475	233077132
P	35	125
P	803	106
C	775	331299922
C	268	125
C	376	233048933
C	973	140
P	491	56
P	426	130
P	315	57
P	270	268
P	372	138
C	385	233
C	268	60
C	114	52
C	645	51
P	623	192
P	539	84
C	544	123
C	236	73
P	445	109
P	341	73
C	474	90
P	257	117
P	603	71
C	556	147
C	160	229607677
P	616	229745506
C	206	159
C	670	56
P	275	229759721
P	415	102
P	360	229754180
P	15	107
P	29	46
P	363	52
C	884	110
C	451	58
P	812	124
P	815	51
P	197	41
C	726	229741714
C	203	125
C	377	81
C	571	139
C	3	111
C	884	229365949
P	367	332486972
P	120	94
P	543	51
P	135	53
P	937	78
C	147	127
C	146	59
C	543	42
C	922	41
P	24	136
P	404	76
P	277	57
P	837	53
P	206	50
C	144	121
C	273	81
C	792	56
P	41	163
P	657	54
C	953	130
C	415	54
P	543	131
P	146	89
P	18	42
P	324	64
C	512	229560289
C	255	103
C	18	99
P	48	69
C	228	127
P	481	102
C	226	121
C	104	58
C	11	49
C	302	47
C	208	48
P	699	229533651
P	15	113
P	77	78
P	182	48
P	335	46
P	657	53
C	294	229596865
C	920	98
P	561	229627771
P	35	89
P	137	229605181
P	596	99
P	839	130
C	550	94
C	628	56
C	46	57
C	437	49
P	858	114
P	802	49
C	722	229574944
C	744	117
C	764	52
C	54	54
C	35	62
P	128	150
P	69	43
P	500	42
P	507	42
C	31	127
C	788	70
P	512	229696301
P	548	123
C	336	152
C	190	88
C	29	66
C	890	56
P	4	85
P	246	70
P	545	52
P	793	54
C	758	118
C	579	53
P	86	118
P	952	62
C	882	104
P	852	108
C	933	229783055
P	110	132
P	741	67
P	264	48
C	612	97
C	952	62
P	686	161
P	415	69
P	154	44
P	552	57
C	290	133
C	0	63
C	564	56
C	766	46
P	310	107
C	0	119
C	500	67
C	435	49
C	340	52
P	660	229782552
P	715	229757013
C	172	99
P	974	332089974
C	369	229846789
C	720	51
C	151	58
P	62	136
C	220	47
P	852	145
P	501	66
C	291	105
C	413	44
P	509	117
P	248	64
P	925	45
P	48	50
C	858	86
C	99	43
C	527	43
C	776	229862001
C	221	56
C	557	67
P	189	160
P	820	47
C	354	172
C	890	64
P	846	229947320
P	527	162
P	415	94
P	455	54
C	180	84
C	170	60
C	452	44
C	403	44
C	22	58
P	653	89
P	448	332334094
P	162	229996956
P	421	59
P	728	125
C	273	127
C	30	59
C	25	50
C	364	68
C	118	49
C	711	122
C	879	229978121
C	0	86
C	796	41
P	333	107
P	70	70
P	658	51
P	348	42
P	825	230041160
C	816	230043667
P	817	54
P	15	51
P	28	51
P	336	48
C	523	125
C	499	230080446
C	861	112
P	805	332493014
P	725	145
C	500	230035477
C	418	85
C	237	115
C	921	130
C	178	114
P	749	229894802
P	391	111
P	852	56
P	167	50
C	35	48
C	448	107
C	801	61
C	143	50
P	300	229937370
P	376	132
P	117	77
P	18	42
P	632	42
P	85	42
C	847	328995658
C	828	89
P	784	63
P	325	58
P	606	43
C	44	835
C	289	59
C	559	43
C	343	43
C	269	43
C	128	377
C	582	94
P	862	237716957
P	352	131
P	802	238850411
C	612	238835798
C	242	111
P	860	337957731
P	557	136
C	934	91
P	110	111
C	383	102
C	724	97
C	119	42
P	407	238802513
C	433	238867867
C	736	133
P	811	238856503
P	923	166
P	629	100
C	252	62
C	70	48
C	785	54
P	930	136
P	62	63
C	36	124
C	319	65
C	743	43
P	101	140
P	600	61
P	655	55
C	193	239109373
C	793	130
C	744	70
C	7	46
C	102	54
P	875	239120921
P	285	139
P	633	228
C	623	85
C	839	59
P	696	395
P	38	55
P	150	53
P	507	41
C	321	178
C	72	76
C	776	47
C	0	53
C	106	44
P	366	222
P	819	70
C	847	110
C	260	66
P	427	116
P	59	58
P	56	52
P	393	46
P	416	55
C	781	240495007
C	966	124
P	864	337568745
P	767	103
C	784	149
P	982	377
P	35	67
P	413	44
P	64	43
C	972	337551386
C	734	644
C	440	57
P	847	242118877
P	704	134
P	672	73
C	889	297
C	667	62
C	80	52
P	496	171
P	861	61
C	652	164
C	569	69
C	167	58
P	498	123
P	996	65
P	61	50
C	544	106
C	878	68
C	313	56
C	733	242098632
P	468	242673446
P	995	74
P	586	77
C	993	242695250
C	961	108
P	505	202
P	710	339913439
P	521	108
C	254	471
C	272	70
P	459	426
P	890	55
C	952	246501851
C	853	895
C	107	313
C	701	96
C	422	48
P	699	291
P	997	67
P	647	251204798
C	449	251814753
C	322	189
C	927	114
C	101	143
P	696	284
P	718	349071838
C	729	252415713
C	489	95
C	172	46
P	642	252473570
P	548	95
C	748	252450940
C	501	98
C	144	349761921
P	641	946
P	276	65
P	531	51
C	92	319
C	110	82
C	162	57
C	379	256369485
C	356	138
P	688	256461681
P	677	75
P	150	43
C	110	141
C	382	58
C	679	42
C	77	43
P	377	136
P	955	60
C	409	102
C	507	59
C	430	58
C	523	50
P	577	255743581
P	233	110
P	924	112
C	331	255766619
C	748	255782329
C	152	84
C	577	570845820
P	668	256120658
C	991	235
P	389	258
P	610	76
P	245	58
P	881	349879853
C	594	256329470
C	438	122
P	600	423
P	368	84
P	136	55
C	652	256346640
C	971	1064
C	20	519
C	900	64
P	698	233
P	613	58
P	440	50
C	404	130
C	163	64
C	827	42
P	870	258419452
P	687	265068553
P	823	167
P	364	97
C	882	498
C	450	90
P	994	341
C	650	264972668
C	552	174
C	58	73
C	810	57
C	552	74
P	947	269026121
P	159	269064831
P	955	269009769
P	216	405
C	377	321
C	944	89
C	62	43
P	335	153
P	637	57
P	408	53
C	650	272196721
C	835	136
C	755	176
P	634	272272591
P	693	135
P	572	77
P	226	57
P	127	53
C	338	101
C	377	73
P	941	699
P	382	84
C	568	272412941
C	40	325
C	843	101
C	342	43
C	344	69
C	969	79
P	970	273787329
P	992	107
P	25	664
P	576	78
P	635	54
C	554	222
C	38	54
C	805	48
C	857	366000498
P	7	318
P	581	74
P	799	52
C	923	147
C	501	73
P	755	139
P	870	50
P	189	42
C	728	116
C	51	81
C	428	47
C	745	77
P	680	277914872
P	278	133
P	400	277914907
P	249	57
P	48	111
P	238	119
C	779	99
C	87	66
C	140	44
C	90	52
C	615	69
P	427	115
P	902	56
P	241	51
C	866	124
C	70	43
P	513	279863841
C	803	277999035
C	365	1805
P	624	308
P	617	53
P	407	52
C	202	1849
C	154	79
C	250	57
C	197	51
C	591	41
P	60	757
P	249	59
C	403	266
C	951	68
P	292	177
P	973	56
P	549	43
C	712	401
C	747	54
P	255	436
P	695	57
C	630	126
C	441	66
P	934	175
P	619	284082940
C	947	284131277
C	409	253
P	956	512
P	481	144
P	189	52
P	593	53
P	293	53
C	517	284074758
C	382	1619
C	459	85
C	921	52
P	20	342
P	259	57
P	206	42
P	217	44
P	488	46
C	123	2413
C	223	108
C	895	51
C	421	48
P	523	287806193
P	699	2448
P	950	62
C	560	496
C	61	84
C	192	46
C	662	62
C	658	42
P	160	165
P	839	107
C	440	99
C	39	74
C	602	52
P	729	159
P	714	61
C	482	363
C	417	74
C	720	54
P	710	97
P	633	41
C	125	116
C	362	43
C	805	41
C	130	43
P	778	294022604
P	881	88
P	108	56
C	111	129
P	33	108
P	436	54
P	90	42
P	482	42
C	394	113
C	93	56
C	821	43
C	260	52
P	414	95
P	16	53
P	420	41
P	237	42
P	375	42
C	837	115
C	896	78
P	914	125
P	296	47
P	579	41
C	57	121
C	401	73
C	18	56
C	389	52
C	643	49
P	476	128
P	65	77
P	656	55
C	466	105
C	718	79
P	548	84
P	247	86
P	130	42
P	751	41
C	651	905
C	423	79
C	356	293116219
C	538	208
P	693	589
P	599	106
P	286	70
P	230	294715073
C	30	84
C	702	66
P	891	133
C	923	392657519
C	438	98
C	167	62
P	929	293308693
P	404	117
C	963	112
C	851	51
P	237	88
P	539	53
P	396	45
P	24	46
P	107	45
C	151	143
C	540	283
C	252	55
P	585	200
P	113	46
C	983	164
P	338	293646982
P	78	82
C	278	67
P	644	134
C	251	293650897
C	524	92
C	739	60
P	641	47
C	232	117
P	500	76
P	952	112
P	249	59
C	619	390159875
P	921	293649619
C	974	91
C	409	42
C	278	66
C	191	41
P	725	134
P	901	102
C	659	76
C	333	41
C	117	56
C	268	43
C	258	42
P	535	143
P	439	48
P	38	45
P	186	42
P	688	293774416
P	419	132
C	86	92
C	978	70
C	486	293737945
C	280	56
C	464	43
P	880	79
P	131	69
P	828	42
C	146	75
C	252	42
C	349	43
C	504	42
C	211	47
P	125	151
P	2	69
P	929	289647075
P	358	131
P	56	59
P	44	103
C	574	128
C	557	57
C	28	43
C	314	42
C	246	289681503
P	759	116
P	538	67
P	457	289667010
C	939	121
C	369	56
C	270	54
P	83	122
P	92	58
P	412	42
P	991	42
C	198	289679681
C	45	415
C	161	51
C	343	49
C	469	46
C	607	65
P	87	125
P	419	53
P	873	42
P	56	42
C	214	152
C	773	48
C	30	68
C	138	46
P	36	122
P	817	43
P	606	43
C	685	207
C	471	65
C	177	41
P	987	224
P	152	94
C	314	136
C	971	58
P	135	177
P	24	45
P	556	51
P	731	46
C	902	239
C	523	57
C	340	67
P	486	66
P	337	43
P	138	41
P	216	42
P	561	41
C	583	127
P	110	119
P	790	92
C	150	106
C	630	97
C	861	389145669
C	101	70
C	338	57
P	961	287955717
P	949	173
C	193	120
C	958	66
C	175	48
C	289	45
P	474	137
P	702	70
P	479	60
C	589	221
C	614	340
C	140	47
C	536	44
C	9	44
P	564	123
P	945	63
P	21	43
C	375	121
C	961	60
P	581	143
P	833	124
C	982	82
C	414	58
C	122	45
C	171	55
